[06-08 13:35:08]create bugbear74  pos = 347965 72432, angle = 145, rTime = 10800
[06-12 06:42:52]create bugbear721  pos = 11369 18458, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 10885 19207, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 10766 19527, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 11616 20329, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 11527 20515, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 12356 21220, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 12473 21638, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 13678 21970, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 13955 21855, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 15158 20664, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 15352 20478, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 15450 20752, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 16773 20711, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 16860 20969, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 18236 20856, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 18457 20577, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 18871 20412, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 20776 20086, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 20977 19746, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 21177 20201, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 45041 4243, angle = 100, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 45029 4615, angle = 85, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 44303 5158, angle = 85, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 43643 4953, angle = 85, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 13298 16970, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 13583 16714, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 13881 15607, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 13965 15107, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 13178 14851, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 12257 14275, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 12492 13604, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 13745 12809, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 14689 12507, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 15650 12434, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 15893 12442, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 16033 12146, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 17036 9962, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 17289 10045, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 17942 7530, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 18249 6410, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 17659 5251, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 17756 4860, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 16101 5284, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 15358 5228, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 13723 5481, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 12747 6334, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 12499 6920, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 11522 8370, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 11807 8308, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 10289 9646, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 10596 9724, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 10568 9332, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 42212 4225, angle = 85, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 41978 4331, angle = 85, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 39819 3409, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 40221 3552, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 38342 2628, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 37766 2607, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 35959 1928, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 35347 2411, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 33951 2608, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 34194 2975, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 35721 4480, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 36988 5796, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 37664 6373, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 39182 6600, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 40283 6084, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 41776 6738, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 42139 6713, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 43322 8012, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 43416 8722, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 43789 8545, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 43628 9624, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear722  pos = 43199 10402, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 42851 10247, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 43548 10824, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 43690 10223, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 41240 11341, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 41289 11605, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 39749 12293, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 38984 12777, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 38610 13378, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 37317 14587, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 37618 14981, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 35939 14406, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 36022 13244, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 36363 13282, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 36360 12307, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 35547 11011, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 35544 10466, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 34053 9715, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 34640 9739, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 34024 8885, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 33144 7421, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 31288 7061, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 30723 7653, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 30502 8848, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 32345 9959, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 31214 10163, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 30695 10997, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 29385 12455, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 29450 11705, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 29882 13745, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 29948 14282, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 30653 15396, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 31058 15587, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 30768 17053, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 30989 17146, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 29455 17933, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 29237 18237, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 27816 19219, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 28222 19021, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 38714 16147, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 39103 16313, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 40645 15629, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 41677 15021, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 42704 14098, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 42906 13822, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 43661 12646, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 43763 12870, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 43763 46724, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 43010 46115, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 41888 45143, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 41688 44798, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 40426 44263, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear722  pos = 38715 44228, angle = 115, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 39137 44050, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 39174 44507, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 38788 43270, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 38142 45134, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 36743 45364, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 35379 44011, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 36121 44616, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 34482 43501, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 33740 43476, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 32730 43294, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 31615 42294, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 31923 42069, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 32524 40037, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 32672 39579, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 37433 42178, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 37804 42212, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 37019 41000, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear722  pos = 36020 40172, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 35915 40607, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 36522 40232, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 36935 38882, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 36985 39260, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 38482 37940, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 38226 37903, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 39769 37428, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 40911 37117, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 41666 35909, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 41744 35118, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 42095 35256, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 40271 34675, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 37351 33785, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 43258 34270, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 43546 33845, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 39312 33043, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 38921 33335, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 36100 33060, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 35584 33102, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 35636 32683, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 44918 32370, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 44568 32635, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 44485 31761, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 43683 30942, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 43519 30614, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 42752 28639, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 41893 27559, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 40814 26745, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 40212 26984, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 39559 27677, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 38419 28529, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 37628 29968, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 37752 30253, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 36600 31568, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 33870 33879, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 32220 33568, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 31242 32704, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 30823 32375, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 29247 32263, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 28856 32023, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 27097 31449, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 27522 31442, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 26937 30237, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 27643 28533, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 27857 28611, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 28363 27228, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 28566 26725, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear713  pos = 23846 46300, angle = 145, rTime = 10800
[06-12 06:42:52]create bugbear722  pos = 24183 46408, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear722  pos = 24187 46033, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 24488 45615, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 24467 46694, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 23845 46696, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 23846 45257, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 20020 22807, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 19636 22964, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 18393 24442, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 18096 24317, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 17763 25804, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 18051 25827, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 16924 26966, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 16377 26950, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 16155 27004, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 14792 26003, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 14273 25224, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 12371 25234, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 12009 25652, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 12359 25516, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 10985 26820, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 10994 26494, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 9350 28100, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 9841 27955, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 7867 28321, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 7429 28224, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 6453 27345, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 6261 26909, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 5249 26030, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 5084 25754, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 25569 18658, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 25595 18358, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 27393 16862, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 27293 16591, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 26565 14800, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 27590 15699, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 25426 13906, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 24961 13767, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 23865 12422, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 23843 12635, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 23411 10901, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 23543 10746, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 22967 9894, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear721  pos = 22336 9393, angle = 145, rTime = 150
[06-12 06:42:52]create bugbear720  pos = 22053 8331, angle = 145, rTime = 150
